listing_id,product,price,original_price,condition,seller,time_posted,likes,listing_url,source_url,category,buyer_protection,delivery_info
1436180925,Ryzen 5 3600 + Gskill 16GB,RM280,,Like new,denrmln,,8,https://www.carousell.com.my/p/ryzen-5-3600-gskill-16gb-1436180925/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1408797312,Zotac RTX 3060 Ti Twin Edge OC,RM900,,Lightly used,shizip784,,48,https://www.carousell.com.my/p/zotac-rtx-3060-ti-twin-edge-oc-1408797312/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1437318847,Motherboard - GIGABYTE B150M-D3H,RM60,,Well used,razzyla,,4,https://www.carousell.com.my/p/motherboard-gigabyte-b150m-d3h-1437318847/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,False,
1431747270,ASRock B550M-HDV Motherboard,RM250,RM300,Like new,tenzo117064883,,15,https://www.carousell.com.my/p/asrock-b550m-hdv-motherboard-1431747270/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1433211417,Maxsun ICraft RTX 3060 TI OC 8G,RM989,,Lightly used,nazmi187,,18,https://www.carousell.com.my/p/maxsun-icraft-rtx-3060-ti-oc-8g-1433211417/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1437078092,Noctua U12A chromax,RM168,,Like new,drinspire,,4,https://www.carousell.com.my/p/noctua-u12a-chromax-1437078092/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,False,
1385946466,ASrock Steel Legend B550M,RM150,,Lightly used,oniomaniac.,,22,https://www.carousell.com.my/p/asrock-steel-legend-b550m-1385946466/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,False,
1436655659,ASUS TUF Gaming GeForce RTX 5090 Graphics Card,"RM1,100",,Brand new,grandbear_b7e6a9,,5,https://www.carousell.com.my/p/asus-tuf-gaming-geforce-rtx-5090-graphics-card-1436655659/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1437359014,Colorful GeForce RTX 3060 12GB,RM800,,Lightly used,chinsv.263,,4,https://www.carousell.com.my/p/colorful-geforce-rtx-3060-12gb-1437359014/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1432864096,Ryzen 3 3200G (Tray Unit),RM160,,Well used,az_lean,,2,https://www.carousell.com.my/p/ryzen-3-3200g-tray-unit-1432864096/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
